id,file_name_ja,track_ja,file_name_en,track_en,category_id
1,sound_track_ja_001.mp3,事前に予約をされていますか？,sound_track_en_001.mp3,Do you have a reservation?,1
2,sound_track_ja_002.mp3,お名前か予約番号をお伺いできますか？,sound_track_en_002.mp3,"May I have your name or reservation number, please?",1
3,sound_track_ja_003.mp3,車の大きさはどのくらいがよろしいでしょうか？,sound_track_en_003.mp3,Which size of the car would you like to rent?,1
4,sound_track_ja_004.mp3,お荷物の大きさはどのくらいですか？大きすぎると積み込めない可能性があります。,sound_track_en_004.mp3,"How large is your luggage?If they're too large, they can't be loaded.",1
5,sound_track_ja_005.mp3,実際に車を確認していただけますか？,sound_track_en_005.mp3,Could you check the car actually?,1
6,sound_track_ja_006.mp3,車両のご用意が可能かどうかお調べいたしますので少々お待ちください。,sound_track_en_006.mp3,"We'll check if we can offer the vehicle, so please wait a minutes.",1
7,sound_track_ja_007.mp3,車種が替わりますので、お支払い金額も変わります。,sound_track_en_007.mp3,Amount of payment will be change because you have changed the type of vehicle.,1
8,sound_track_ja_008.mp3,ドライブの目的地はどちらですか？,sound_track_en_008.mp3,Where is your destination of your driving?,1
9,sound_track_ja_009.mp3,何日ほど借りられるご予定でしょうか？,sound_track_en_009.mp3,How long are you going to rent the car?,1
10,sound_track_ja_010.mp3,禁煙車と喫煙車はどちらをご希望されますか？,sound_track_en_010.mp3,Would you like to smoking or no smoking car?,1
11,sound_track_ja_011.mp3,どちらの店舗で返却されるご予定でしょうか？,sound_track_en_011.mp3,Where are you going to return the car?,1
12,sound_track_ja_012.mp3,営業時間外の返却はできますか？,sound_track_en_012.mp3,Can I return the car outside office hours?,1
13,sound_track_ja_013.mp3,あいにく対応はできません。,sound_track_en_013.mp3,"We're sorry, but you can't do it.",1
14,sound_track_ja_014.mp3,検索時のリストと地図は日本語で表記されます。,sound_track_en_014.mp3,"When you set destination,the list and map are written by Japanese.",1
15,sound_track_ja_015.mp3,ナビの音声・ナビ表記は英語・中国語・韓国語に切り替えられます。,sound_track_en_015.mp3,"We can change the guidance system and map into English, Chinese or Korean. ",1
16,sound_track_ja_016.mp3,備品の提供ができますがご必要でしょうか？,sound_track_en_016.mp3,We can offer you optional equipment. Would you like to need them?,2
17,sound_track_ja_017.mp3,タイヤチェーンは1貸出あたり税込み1620円です。,sound_track_en_017.mp3,The rental fee of tire chain is 1620 yen with tax per vehicle.,2
18,sound_track_ja_018.mp3,スタッドレスタイヤは1日あたり税込み1620円です。,sound_track_en_018.mp3,The rental fee of snow tires is 1620 yen with tax per one day.,2
19,sound_track_ja_019.mp3,一部の地域と車種はスタッドレスタイヤの取り扱いがありません。,sound_track_en_019.mp3,"Some type of car and in some area,we can't offer snow tires.　",2
20,sound_track_ja_020.mp3,チャイルドシートは1日あたり税込み540円です。,sound_track_en_020.mp3,The rental fee of child safety seat is 540 yen with tax per one day.,2
21,sound_track_ja_021.mp3,シートレンタル代の上限は1台につき1080円です。,sound_track_en_021.mp3,The rental fee of child safety seats are limited to 1080 yen per one seat.,2
22,sound_track_ja_022.mp3,チャイルドシートはどの位置に取り付けたらいいですか？,sound_track_en_022.mp3,Where should I put the child safety seat?,2
23,sound_track_ja_023.mp3,お子様の身長・体重を教えてください。,sound_track_en_023.mp3,Please let me know the height and weight of your children.,2
24,sound_track_ja_024.mp3,法律上、6歳未満の子どもは必ずチャイルドシートが義務化されています。,sound_track_en_024.mp3,A child under the age of six must be seated in child seat according a law.,2
25,sound_track_ja_025.mp3,ケージに入れた犬・猫に限り、特定の車種に同乗することができます。,sound_track_en_025.mp3,Only dogs and cats in the cage can ride a specified vehicle.,2
26,sound_track_ja_026.mp3,同乗料金として、1貸し出しあたり540円をお支払いください。,sound_track_en_026.mp3,Please pay 540 yen per one rental as fee of riding with pets.,2
27,sound_track_ja_027.mp3,Tocoo!で予約したWi-Fi、ETC・SIMカードは、お客様が指定した郵便局、または宿泊施設に発送されます。,sound_track_en_027.mp3,"Wi-Fi,ETC.SIM card reserved through ToCoo! are delivered to appointed post office or accommodation.",3
28,sound_track_ja_028.mp3,Tocoo!から届いたメールに記載されている発送先住所をご確認ください。,sound_track_en_028.mp3,Please check your registered E-mail inbox for delivery notification to confirm delivery address.,3
29,sound_track_ja_029.mp3,お問い合わせがある方は、お客様ご自身で直接Tocoo!に問い合わせてください。,sound_track_en_029.mp3,"If you have any questions, please contact to ToCoo! directly by yourself.",3
30,sound_track_ja_030.mp3,当店ではSIMカードの販売を行なっております。（おりません）,sound_track_en_030.mp3,You can (not) buy SIM card at this outlet.,3
31,sound_track_ja_031.mp3,購入前にお客様ご自身で適用条件を十分にご確認ください。,sound_track_en_031.mp3,Please make sure applicable condition carefully by yourself before purchase.,3
32,sound_track_ja_032.mp3,パッケージ開封後の返品交換はいたしません。,sound_track_en_032.mp3,Any return or exchange won't be accepted after the package has been opened.,3
33,sound_track_ja_033.mp3,当店はETCカードの貸出を行なっており、レンタル代として324円お支払いください。,sound_track_en_033.mp3,We can lend an ETC card and please pay 324 yen as rental fee.,3
34,sound_track_ja_034.mp3,乗り捨てをご希望の場合、ETCカードの貸し出しはできません。,sound_track_en_034.mp3,"If you want to drop off the vehicle, we can't lend an ETC card for you.",3
35,sound_track_ja_035.mp3,ETCカードを借りた場合、出発した店舗へ必ず返却してください。,sound_track_en_035.mp3,"If you rent an ETC card, you must return to same outlet you've started.",3
36,sound_track_ja_036.mp3,高速道路の利用料金は返却時にお支払いください。,sound_track_en_036.mp3,Please pay the toll charge when you return to the outlet.,3
37,sound_track_ja_037.mp3,申し訳ありませんがご希望の備品はご用意できません。,sound_track_en_037.mp3,"We're sorry, but we can't offer optional equipment.",3
38,sound_track_ja_038.mp3,補償料込みでこちらのお値段ですが、よろしいでしょうか？,sound_track_en_038.mp3,All car insurances are included in this fee. Is this all right with you?,3
39,sound_track_ja_039.mp3,国際免許証とパスポートの提示をお願いします。,sound_track_en_039.mp3,May I see your international driving permit and your passport?,4
40,sound_track_ja_040.mp3,運転免許証とパスポート、日本語の翻訳文の提示をお願いします。,sound_track_en_040.mp3,"May I see your driver's license, passport and the Japanese translation?",4
41,sound_track_ja_041.mp3,あなたは日本で車を運転することができません。,sound_track_en_041.mp3,You are not allowed to drive a car in Japan.,4
42,sound_track_ja_042.mp3,ウィーン条約加盟国発行の運転免許証だからです。,sound_track_en_042.mp3,Because your international driving permit is issued by the Vienna convention.,4
43,sound_track_ja_043.mp3,日本語の翻訳文をお持ちでないためです。,sound_track_en_043.mp3,"Because your driver's license requires the Japanese translation, but you don't have it.",4
44,sound_track_ja_044.mp3,日本語の翻訳文はどこで手に入りますか？,sound_track_en_044.mp3,Where can I get the Japanese translation?,4
45,sound_track_ja_045.mp3,JAF・各国の在日大使館・領事館で発行できます。,sound_track_en_045.mp3,"You can get it at each country's embassy/consulate in Japan, or JAF.",4
46,sound_track_ja_046.mp3,運転免許証の有効期限が切れているためです。,sound_track_en_046.mp3,Because your driver's license has expired.,4
47,sound_track_ja_047.mp3,あなたは10名乗りの車両は運転できません。,sound_track_en_047.mp3,You're not allowed to drive a 10-seater vehicle.,4
48,sound_track_ja_048.mp3,国際免許証に正しい『Ｄ』のスタンプが押されていないためです。,sound_track_en_048.mp3,Because you don't have the stamp in category D in your international driving permit.,4
49,sound_track_ja_049.mp3,入国してから1年以上経過しているためです。,sound_track_en_049.mp3,Because you have been in Japan more than one year from your date of entry.,4
50,sound_track_ja_050.mp3,あなたの運転免許証は日本での運転が許可されていないためです。,sound_track_en_050.mp3,Because your driver's license is not valid in Japan.,4
51,sound_track_ja_051.mp3,日本へのご旅行ですか？,sound_track_en_051.mp3,Are you a visitor of Japan?,4
52,sound_track_ja_052.mp3,免許証はコピーをいただいておりますがよろしいでしょうか？,sound_track_en_052.mp3,May I take a copy of your driver's license?,4
53,sound_track_ja_053.mp3,私以外の人が運転することは可能ですか？,sound_track_en_053.mp3,Is it possible other persons drive a car besides me? ,4
54,sound_track_ja_054.mp3,運転は可能ですが、事前に免許証の内容を教えてください。,sound_track_en_054.mp3,"Yes, but please let me know information of driving license in advance.",4
55,sound_track_ja_055.mp3,名前の発音を教えてください。,sound_track_en_055.mp3,Please let me know the pronunciation of your name.,4
56,sound_track_ja_056.mp3,免許証・パスポートのご提示ありがとうございました。,sound_track_en_056.mp3,Thank you for showing your international driving permit and passport.,4
57,sound_track_ja_057.mp3,利用期間を延長したい場合は、事前に店舗までご連絡ください。,sound_track_en_057.mp3,Please inform us in advance if you want to extend the contract period.,5
58,sound_track_ja_058.mp3,車両トラブルや事故発生時にはすぐに店舗に連絡をお願い致します。,sound_track_en_058.mp3,Please contact outlet immediately if you have any trouble or accident with the car.,5
59,sound_track_ja_059.mp3,営業時間外の場合は、お手数ですが事故受付センターへお電話ください。,sound_track_en_059.mp3,"Outside of business hours, please call an accident reception center.",5
60,sound_track_ja_060.mp3,関西空港店は午前8時から午後9時まで営業しています。,sound_track_en_060.mp3,Kansai Airport outlet run from eight a.m. to nine p.m. opening hours.,5
61,sound_track_ja_061.mp3,東京駅八重洲口店は24時間営業しています。,sound_track_en_061.mp3,Tokyo Station Yaesuguchi outlet is around-the clock service.,5
62,sound_track_ja_062.mp3,函館空港店は11月1日から3月31日までの間、午前8時から午後7時までの営業時間となります。,sound_track_en_062.mp3,"From November1st to March 31st, Hakodate Airport outlet run from eight a.m. to seven p.m.",5
63,sound_track_ja_063.mp3,土・日・祝日について、調布駅南口店は朝8時から夜10時まで営業しています。,sound_track_en_063.mp3,Chofu Station SouthExit outlet run from eight a.m. to ten p.m. on weekend and public holiday.,5
64,sound_track_ja_064.mp3,ETCシステムは、クレジットカード会社が発行するカードを使用し、高速道路料金を支払うものです。,sound_track_en_064.mp3,An ETC system is for paying toll by using card which credit card company issues. ,6
65,sound_track_ja_065.mp3,当社では幾つかの店舗を除き通常ETCカードのご提供は致しておりません。,sound_track_en_065.mp3,Our company does not offer rental service of ETC card except for some outlets.,6
66,sound_track_ja_066.mp3,ETCカードを機器に挿入していない場合、ETCレーンを利用することはできません。,sound_track_en_066.mp3,Vehicles not equipped with ETC equipment and card can't use the ETC lane.,6
67,sound_track_ja_067.mp3,もしETCレーンを利用した場合、事故につながる危険があります。,sound_track_en_067.mp3,You may cause accident if you use the ETC lane.,6
68,sound_track_ja_068.mp3,高速代はどのくらいかかりますか？,sound_track_en_068.mp3,How much the toll?,6
69,sound_track_ja_069.mp3,走行ルートによって変わります。,sound_track_en_069.mp3,It depends on the way you drive.,6
70,sound_track_ja_070.mp3,車にETCは搭載されていますか？,sound_track_en_070.mp3,Is there ETC equipped in the car?,6
71,sound_track_ja_071.mp3,ETC車載器は搭載されていますが、ETCカードはお客様ご自身でご用意ください。,sound_track_en_071.mp3,Only ETC device is equipped. Please prepare an ETC card by yourself.,6
72,sound_track_ja_072.mp3,ETCカードはどこで入手できますか？,sound_track_en_072.mp3,Where can I buy ETC card?,6
73,sound_track_ja_073.mp3,ETCカードを購入することはできません。,sound_track_en_073.mp3,You can't buy ETC card.,6
74,sound_track_ja_074.mp3,ETCカードを使わない場合、通行料金の支払い方法はどのようになりますか？,sound_track_en_074.mp3,How should I pay the toll without using ETC card?,6
75,sound_track_ja_075.mp3,現金もしくはクレジットカードで精算してください。,sound_track_en_075.mp3,Please pay the toll in cash or credit card.,6
76,sound_track_ja_076.mp3,ETC機器にご自身のクレジットカードを挿入しても機能しません。,sound_track_en_076.mp3,It would not work even you insert your own credit card into ETC equipment.,6
77,sound_track_ja_077.mp3,道路交通法により、法令で定められた一定の場所での駐車は禁止されています。,sound_track_en_077.mp3,The Road Traffic Act prohibits parking in certain areas.,7
78,sound_track_ja_078.mp3,黄色い縦長のステッカーは違法駐車の切符です。,sound_track_en_078.mp3,A yellow rectangular sticker is a ticket for illegal parking.,7
79,sound_track_ja_079.mp3,その違反切符の中ほどに、警察署名と電話番号が書かれています。,sound_track_en_079.mp3,"In the middle of the ticket, the police station's name and phone number are written.",7
80,sound_track_ja_080.mp3,違反金は車両返却までにお支払いいただき、支払いの証明書をご提示ください。,sound_track_en_080.mp3,You must pay the fine before your returning and show us certificate of payment.,7
81,sound_track_ja_081.mp3,指定の金融機関または郵便局で違反金をお支払いください。,sound_track_en_081.mp3,You can pay the fine at the designated financial institution or post office.,7
82,sound_track_ja_082.mp3,一部の都道府県ではコンビニエンスストアでも違反金の支払いが可能です。,sound_track_en_082.mp3,"In some prefectures, you can pay the fine at the convenience store.",7
83,sound_track_ja_083.mp3,違反金を納付せずに返却された場合は、違約金をお支払いいただきます。,sound_track_en_083.mp3,You must pay a penalty if you couldn't pay the fine before returning.,7
84,sound_track_ja_084.mp3,出発時、燃料は満タンですので満タンにしてご返却ください。,sound_track_en_084.mp3,"When you departure, the gas is full. Please fill up when you return the outlet. ",8
85,sound_track_ja_085.mp3,満タン給油ではなく、走行距離に応じて燃料代をお支払いいただくことも可能です。,sound_track_en_085.mp3,You also can pay fuel charge based on the distance driven instead of filling up.,8
86,sound_track_ja_086.mp3,走行距離換算の場合の燃料代は通常給油よりも料金が高くなります。,sound_track_en_086.mp3,The fuel charge based on the distance driven would be more expensive than a market price.,8
87,sound_track_ja_087.mp3,この車両では１キロあたり税抜き15円で燃料代を計算します。,sound_track_en_087.mp3,We calculate fuel charge for 15 yen without tax per one kilometer on this vehicle.,8
88,sound_track_ja_088.mp3,この車の油種はレギュラー／ハイオク／軽油です。,sound_track_en_088.mp3,The fuel type for this vehicle is regular/premium gasoline/light oil.,8
89,sound_track_ja_089.mp3,異なる油種の給油は大変危険ですので絶対にしないでください。車が動かなくなることがあります。,sound_track_en_089.mp3,"Filling wrong type of fuel is very dangerous. Your car mightn't move, if you did.",8
90,sound_track_ja_090.mp3,給油すべき油種はスタンドのノズルの色で判別できます。,sound_track_en_090.mp3,You can tell the kind of fuel by the color of nozzle.,8
91,sound_track_ja_091.mp3,赤はレギュラー、黄色はハイオク、緑は軽油です。,sound_track_en_091.mp3,"The red is regular, the yellow is premium gasoline and the green is light oil.",8
92,sound_track_ja_092.mp3,異なる燃料を入れて車両が故障した場合、修理費用をお支払いいただきます。,sound_track_en_092.mp3,"If you filled wrong fuel and the vehicle broke, you must pay a repair fee.",8
93,sound_track_ja_093.mp3,返却時の最寄スタンドの情報を差し上げますのでご覧ください。,sound_track_en_093.mp3,This is the information of nearest gas station when you return. Please read it.,8
94,sound_track_ja_094.mp3,無事故継続日数の更新にチャレンジしています。どうぞ安全運転でお願いします。,sound_track_en_094.mp3,"We're trying increase ""No accident continuation days"". Please drive safely.",9
95,sound_track_ja_095.mp3,オンライン予約の際、予約サイトが提供している補償制度に加入しましたか？,sound_track_en_095.mp3,Did you apply compensation system offered by reservation site when you reserve with online?,9
96,sound_track_ja_096.mp3,基本料金の中にはこれらの補償が含まれております。,sound_track_en_096.mp3,The basic fee include these coverage.,9
97,sound_track_ja_097.mp3,ですが車両・対物の免責額としてそれぞれ5万円ずつご負担が生じます。,sound_track_en_097.mp3,"But, it cost  50 thousand yen each as the deductible per a vehicle and property.",9
98,sound_track_ja_098.mp3,免責補償制度にご加入いただくと、免責額の支払いは免除されます。,sound_track_en_098.mp3,"If you purchase the collision damage waiver system, you don't have to pay the deductible.",9
99,sound_track_ja_099.mp3,ご加入はいかが致しましょうか？,sound_track_en_099.mp3,Would you like to apply it?,9
100,sound_track_ja_100.mp3,免責補償制度は非加入のため、事故発生時は免責額を必ずお支払いいただきます。,sound_track_en_100.mp3,"If you have accident, you must pay deductible because you don't apply CDW.",9
101,sound_track_ja_101.mp3,ただし、お客様は補償制度に加入しているため、予約したサイトに問い合わせていただければ返金されます。,sound_track_en_101.mp3,But you'll be reimbursed it from rental agency because you applied compensation system.,9
102,sound_track_ja_102.mp3,日産安心サポートプランへご加入いただくと対物上限が無制限となります。,sound_track_en_102.mp3,"If you applied NAS plan, the property insurance has become unlimited.",9
103,sound_track_ja_103.mp3,さらに搭乗者補償も上限3000万円から5000万円へ増額となります。,sound_track_en_103.mp3,Also maximum of personal injury protection is increasing from thirty million to fifty million.,9
104,sound_track_ja_104.mp3,トラブルが生じた際でも特定のケースのみ、最大2万円まで日産レンタカーが返金します。,sound_track_en_104.mp3,"If you're in trouble, we'll refund the charge up to 20 thousand yen on specific cases.",9
105,sound_track_ja_105.mp3,レッカー代の負担が必要になった際、最大10万円まで日産レンタカーが返金します。,sound_track_en_105.mp3,"When your car need to be towed, we'll refund the charge up to 100 thousand yen.",9
106,sound_track_ja_106.mp3,もしこれらのトラブルが発生したら一旦ご自身で費用を払っていただき、その後返金いたします。,sound_track_en_106.mp3,"If these troubles happen, please pay the charge yourself and we will reimburse you.",9
107,sound_track_ja_107.mp3,事前に店舗へご連絡をいただければ延長料金が1時間までは無料となります。,sound_track_en_107.mp3,"If you call the outlet in advance, excess charge will be free up to one-hour.",9
108,sound_track_ja_108.mp3,ＮＡＳは非加入のため、トラブル発生時の費用はすべてお客様にお支払いいただきます。,sound_track_en_108.mp3,You must pay all expenses in any troubles because you don't apply NAS plan.,9
109,sound_track_ja_109.mp3,ノン・オペレーション・チャージとは休業補償のことでございます。,sound_track_en_109.mp3,The NOC stands for Non Operation Charge. It means loss of usage.,10
110,sound_track_ja_110.mp3,修理している間は車両が使えませんので、お客様には休業補償をお支払いいただきます。,sound_track_en_110.mp3,You must pay NOC because we couldn't rent a car during repair.,10
111,sound_track_ja_111.mp3,自走で返却された場合は2万円をお支払いいただきます。,sound_track_en_111.mp3,You must pay twenty thousand yen if you can drive and return the car.,10
112,sound_track_ja_112.mp3,自走できない場合には5万円をお支払いいただきます。,sound_track_en_112.mp3,"In an accident, you must pay fifty thousand yen if the car is inoperable.",10
113,sound_track_ja_113.mp3,日本で運転したことはございますか？,sound_track_en_113.mp3,Have you ever drive a car in Japan?,10
114,sound_track_ja_114.mp3,日本の法律では、乗車される方は全てシートベルトの着用が義務付けられています。,sound_track_en_114.mp3,"In Japanese law, all passengers have to fasten their seatbelts.",10
115,sound_track_ja_115.mp3,日本では、車は左側通行です。,sound_track_en_115.mp3,"In Japan, cars are driven on the left side of the road.",10
116,sound_track_ja_116.mp3,また、緑の矢印が同時点灯している場合を除き赤信号での左折は禁止されています。,sound_track_en_116.mp3,"It's prohibited to turn left on red, except with green arrow.",10
117,sound_track_ja_117.mp3,それぞれの道路の制限速度に従い、安全運転をお願いします。,sound_track_en_117.mp3,Please observe the speed limit for each roads and drive safely.,10
118,sound_track_ja_118.mp3,速度取り締まりカメラが設置されている道路もありますのでご注意下さい。,sound_track_en_118.mp3,Please pay attention that some roads are equipped with speed camera.,10
119,sound_track_ja_119.mp3,飲酒運転は法律により厳しく禁止されております。違反をした場合は逮捕されることもございます。,sound_track_en_119.mp3,"Drunk driving is strictly prohibited by law. You may be arrested, if you violated.",10
120,sound_track_ja_120.mp3,運転中の携帯電話操作は違反です。,sound_track_en_120.mp3,It is the violation if you use mobile phone while driving.,10
121,sound_track_ja_121.mp3,もし事故を起こしたら直ぐに車を停めてください。,sound_track_en_121.mp3,"If you get in an accident, you must stop driving immediately.",11
122,sound_track_ja_122.mp3,けが人が出た場合にはけが人の救助を最初に行なってください。,sound_track_en_122.mp3,"If someone was injured in the accident, you must help them first.",11
123,sound_track_ja_123.mp3,警察と店舗へ連絡をしなくてはなりません。,sound_track_en_123.mp3,You have to call the police and the out let.,11
124,sound_track_ja_124.mp3,日本では警察は110で 救急車は119です。,sound_track_en_124.mp3,"In Japan, dial 110 for the police and 119 for an ambulance.",11
125,sound_track_ja_125.mp3,もしけが人がいる場合は警察、救急車を呼んでください。,sound_track_en_125.mp3,You must call the police and ambulance if anyone is injured.,11
