id,file_name_ja,track_ja,file_name_en,track_en,category_id
126,sound_track_ja_126.mp3,事故発生時は事故の詳細をこのフォームに記入してください。,sound_track_en_126.mp3,Please fill out the accident condition in this form when the accident happens.,11
127,sound_track_ja_127.mp3,警察に連絡をしなかった場合、保険も免責補償も適用されません。,sound_track_en_127.mp3,"If you didn't report to the police, neither insurance or CDW may not be provided.",11
128,sound_track_ja_128.mp3,何らかのトラブルが発生した場合は、出発店舗へご連絡をお願いします。,sound_track_en_128.mp3,"If any troubles are happens, please contact the departure outlet.",11
129,sound_track_ja_129.mp3,何らかのトラブルが発生した場合は、こちらの連絡先へお電話ください。,sound_track_en_129.mp3,"If any troubles are happens, please call this number.",11
130,sound_track_ja_130.mp3,自損事故の場合でも、必ず警察への届出と店舗への連絡を行なってください。,sound_track_en_130.mp3,"If you have one-car accident, you need to call police and our outlet.",11
131,sound_track_ja_131.mp3,自走不可能な事故を起こしてしまった場合、その時点で契約は終了します。,sound_track_en_131.mp3,"If the vehicle couldn't run by itself due to accident, the contract finished at that time.",11
132,sound_track_ja_132.mp3,事故後に再度車を借りるためには新規契約が必要です。,sound_track_en_132.mp3,"If you want to rent again after the accident, please make a new contract.",11
133,sound_track_ja_133.mp3,この書類は重要事項の説明資料ですので、出発前に読んでください。,sound_track_en_133.mp3,"Before departure, please read this document explain key points.",12
134,sound_track_ja_134.mp3,このようなキズを付けてしまった場合、ＮＯＣをいただくことがあります。,sound_track_en_134.mp3,You might pay loss of use when you get scratch or dent such as pictures.,12
135,sound_track_ja_135.mp3,外国人のお客様による事故はこのような事例が多いですのでご注意ください。,sound_track_en_135.mp3,Such accidents are common for among visitors from abroad.,12
136,sound_track_ja_136.mp3,何かご質問はございますか？,sound_track_en_136.mp3,Do you have any questions?,12
137,sound_track_ja_137.mp3,AGREEMENTにはレンタカー利用時の重要な注意点が書かれています。,sound_track_en_137.mp3,This AGREEEMENT has important information.Please read.,12
138,sound_track_ja_138.mp3,こちらをよくお読みいただき、各内容に同意いただきましたらチェックを入れてください。,sound_track_en_138.mp3,Please read it carefully and tick in the box if you agree with each contents.,12
139,sound_track_ja_139.mp3,このフォームは、レンタカーご利用中にお客様と店舗との間で確実に連絡を取れるようにするためのものです。,sound_track_en_139.mp3,This form is for getting contact information of the customer during renting.,12
140,sound_track_ja_140.mp3,こちらのシートに宿泊先の連絡先を記入してください。,sound_track_en_140.mp3,Please write your contact information of accommodation in this sheet.,12
141,sound_track_ja_141.mp3,お会計はこちらでございます。（電卓に金額を表示して提示）,sound_track_en_141.mp3,This is your bill.,12
142,sound_track_ja_142.mp3,"お会計は30,855円でございます。",sound_track_en_142.mp3,Your bill is thirty thousand and eight hundred and fifty five yen.,12
143,sound_track_ja_143.mp3,料金はいつ支払えばいいですか？,sound_track_en_143.mp3,When do I pay the charge?,12
144,sound_track_ja_144.mp3,原則として、料金は出発時にお支払いください。,sound_track_en_144.mp3,"As a rule, please pay it at the time of departure.",12
145,sound_track_ja_145.mp3,お支払い方法は現金、クレジットカードのどちらになさいますか？,sound_track_en_145.mp3,"How would you like to pay, cash or credit card?",12
146,sound_track_ja_146.mp3,事前にクレジットカードの登録のみ行ないます。,sound_track_en_146.mp3,We are going to only register your credit card in advance.,13
147,sound_track_ja_147.mp3,契約時の期間を超えてレンタカーを利用されますと合計金額が変わる可能性がございます。,sound_track_en_147.mp3,"If you extend the period, your bill might be changed.",13
148,sound_track_ja_148.mp3,ご返却時に料金が確定いたしますのでその際にカード決済をさせていただきます。,sound_track_en_148.mp3,You'll pay the total amount of the bill when you return the car.,13
149,sound_track_ja_149.mp3,出発時に一括で決済をさせていただきます。,sound_track_en_149.mp3,We accept payment with non-installment at departure.,13
150,sound_track_ja_150.mp3,もし追加料金が生じた場合は、返却時にその料金をお支払いいただきます。,sound_track_en_150.mp3,"When extra charge occurs, please pay it at return.",13
151,sound_track_ja_151.mp3,予定よりも遅く返却したら、どのくらいの金額がかかりますか？,sound_track_en_151.mp3,"If I return the car later than original period, how much should I pay?",13
152,sound_track_ja_152.mp3,車種ごとに金額が異なりますが、1時間ごとに延長料金が発生します。,sound_track_en_152.mp3,An extension charge will occur per 1 hour and change depends on type of vehicle.,13
153,sound_track_ja_153.mp3,決済金額をご確認いただき、クレジット伝票にサインをお願いします。,sound_track_en_153.mp3,Please check the settlement amount and sign in credit slip.,13
154,sound_track_ja_154.mp3,こちらがおつり（領収証）です。,sound_track_en_154.mp3,Here is your change(receipt).,13
155,sound_track_ja_155.mp3,これは預かり証です。あなたから現金を受け取ったという意味です。,sound_track_en_155.mp3,This is a deposit receipt. It's mean that we received the charge from you.,13
156,sound_track_ja_156.mp3,レンタカー代金はすでにお支払い済みですので、店頭では領収証を発行いたしません。,sound_track_en_156.mp3,We don't give a receipt because you have already paid rental fee.,13
157,sound_track_ja_157.mp3,こちらは借受確認書です。こちらを使いながら車両の外装確認をお願いします。,sound_track_en_157.mp3,It's sign sheet for rental contract. Please check the exterior of vehicle with using it.,13
158,sound_track_ja_158.mp3,まずは、こちらの空欄にご住所と電話番号のみをご記入ください。,sound_track_en_158.mp3,"At first, could you write your address and phone number only in this blank?",13
159,sound_track_ja_159.mp3,この部分にはどの住所を書けばいいですか？,sound_track_en_159.mp3,Which address should I write down here?,13
160,sound_track_ja_160.mp3,自国の住所を記入してください。,sound_track_en_160.mp3,Please write down your address in your country.,13
161,sound_track_ja_161.mp3,車両へ案内いたしますのでこちらへお願いします。,sound_track_en_161.mp3,Please follow this way and check the vehicle with us.,13
162,sound_track_ja_162.mp3,別のスタッフが車両まで案内します。彼（彼女）について行ってください。,sound_track_en_162.mp3,Other staff lead you to the vehicle. Please follow him(her).,13
163,sound_track_ja_163.mp3,出発前に車両の外装確認を店舗スタッフと共にお願いいたします。,sound_track_en_163.mp3,"Before you departure, please check the exterior of the vehicle with us.",14
164,sound_track_ja_164.mp3,借受時の注意事項に同意の上、こちらに名前の記入をお願い致します。,sound_track_en_164.mp3,"If you agree to important matters of renting a car, please write your name here.",14
165,sound_track_ja_165.mp3,目的地を設定する時は必ずサイドブレーキをかけてください。,sound_track_en_165.mp3,Please be sure to pull a hand brake when you set a destination. ,14
166,sound_track_ja_166.mp3,ナビの使い方についてはこちらの用紙をご覧ください。,sound_track_en_166.mp3,Please refer to this paper how to use GPS.,14
167,sound_track_ja_167.mp3,ここにETC機器が取り付けられています。,sound_track_en_167.mp3,The ETC device is equipped at this position.,14
168,sound_track_ja_168.mp3,ETCカードの挿入方向にご注意ください。,sound_track_en_168.mp3,Please check the proper way to insert your ETC card into the ETC device.,14
169,sound_track_ja_169.mp3,運転席シートは下のバーを持ち上げる、または右側についているスイッチをスライドしてください。,sound_track_en_169.mp3,The seat can be moved. Please lift under bar or slide the right side button.,14
170,sound_track_ja_170.mp3,サイドミラーの角度を変える際は、つまみを切り替えてボタンを押してください。,sound_track_en_170.mp3,"When you change angle of side mirror, please slide the knob and push the button.",14
171,sound_track_ja_171.mp3,アイドリングストップ機能は燃料を節約する為に自動的にエンジンを切るものです。,sound_track_en_171.mp3,The idling stop system is saving the fuel by stopping the engine automatically.,14
172,sound_track_ja_172.mp3,運転者がブレーキを離したり、ハンドルを操作した際、自動的にエンジンが再スタートします。,sound_track_en_172.mp3,It restarts the engine automatically when the driver release the brake or turn the steering wheel.,14
173,sound_track_ja_173.mp3,もし、アイドリングストップ機能を止めたいときは、このスイッチを押してください。,sound_track_en_173.mp3,"If you want to inactivate the idling stop function, push down this switch.",14
174,sound_track_ja_174.mp3,この車の給油口は右（左）に付いています。,sound_track_en_174.mp3,The fuel cap of this vehicle is on right (left) side.,15
175,sound_track_ja_175.mp3,ドアロックを解除する時はキーの解除スイッチを押してください。,sound_track_en_175.mp3,"For unlocking the car, press the switch for unlock on the key.",15
176,sound_track_ja_176.mp3,キーを持ってドアノブの近くにあるスイッチを押すと車の施錠ができます。,sound_track_en_176.mp3,You can unlock the car by pushing the switch nearby the doorknob while having key.,15
177,sound_track_ja_177.mp3,エンジンを始動する時はブレーキを踏みながらイグニッションキーを回してください。,sound_track_en_177.mp3,"Upon starting the engine, please step on the brake pedal and twist the ignition switch.",15
178,sound_track_ja_178.mp3,エンジンを始動または止める時はブレーキを踏みながらスターターを押してください。,sound_track_en_178.mp3,"To start and stop the engine, please step on the brake pedal and press starter.",15
179,sound_track_ja_179.mp3,ラフェスタ、セレナ、エルグランドは自動スライドドアの機能が後部座席に付いています。,sound_track_en_179.mp3,"LAFESTA,SERENA and ELGRAND are equipped with the automatic sliding door system at rear seats.",15
180,sound_track_ja_180.mp3,スライドドアを開ける時は、ドアノブを引くか運転席にあるスイッチを長押ししてください。,sound_track_en_180.mp3,"To open the sliding door, pull doorknob or hold down the switch at driver's seat.",15
181,sound_track_ja_181.mp3,エマージェンシーブレーキとは前方の車両や歩行者との衝突回避操作を支援する機能です。,sound_track_en_181.mp3,Emergency braking system can assist drivers in avoiding collisions with vehicles and pedestrians.,15
182,sound_track_ja_182.mp3,ただ、あらゆる状況で作動するわけではありませんので、安全運転を常に心がけてください。,sound_track_en_182.mp3,But it may not work in certain circumstances. Please drive safely.,15
183,sound_track_ja_183.mp3,車線逸脱警報機能が走行車線から逸脱を検知した場合、音で運転者に警告します。,sound_track_en_183.mp3,"The Lane Departure Warning system detect straying from driving lane, alert to drivers with sound.",15
184,sound_track_ja_184.mp3,この音は警告音です。故障ではありません。安全運転でお願いします。,sound_track_en_184.mp3,This sound is a warning.No car trouble.Please drive safely.,15
185,sound_track_ja_185.mp3,パーキングブレーキのかけ方を説明します。,sound_track_en_185.mp3,I'll explain how to put on the parking brake.,16
186,sound_track_ja_186.mp3,右足でブレーキペダルを踏みながら左足でパーキングブレーキを踏んでください。,sound_track_en_186.mp3,"To set a parking brake, step on brake with right foot,parking brake with left foot.",16
187,sound_track_ja_187.mp3,パーキングブレーキの解除方法を説明します。,sound_track_en_187.mp3,I'll explain how to release the parking brake.,16
188,sound_track_ja_188.mp3,パーキングブレーキがカチッと鳴ったら、ゆっくりと左足をどけてください。,sound_track_en_188.mp3,"When you hear the parking pedal clicking, leave your left foot slowly.",16
189,sound_track_ja_189.mp3,ブレーキペダルを踏みながらレバーをいっぱいまで引き上げてください。,sound_track_en_189.mp3,Pull the lever to the fullest while stepping the brake pedal.,16
190,sound_track_ja_190.mp3,ブレーキペダルを踏みながらレバーに付いているボタンを押しながら下げてください。,sound_track_en_190.mp3,Pull down the lever with pushing the button on it while stepping the brake pedal.,16
191,sound_track_ja_191.mp3,警告灯の意味についてはこちらの資料をお読みください。,sound_track_en_191.mp3,Please read this document about meaning of warning light.,16
192,sound_track_ja_192.mp3,事故発生時にシートベルトを締めていない場合、死傷率が増加します。,sound_track_en_192.mp3,"When the accident happens, the casualty rate will increase if you don't fasten your seatbelt.",16
193,sound_track_ja_193.mp3,皆さんシートベルトを必ず締めて、安全運転で走行してください。,sound_track_en_193.mp3,Fasten your seatbelt for all passengers and drive safety.,16
194,sound_track_ja_194.mp3,いってらっしゃいませ。,sound_track_en_194.mp3,Have a nice day! ,16
195,sound_track_ja_195.mp3,ご利用ありがとうございました。,sound_track_en_195.mp3,Thank you so much for renting.,17
196,sound_track_ja_196.mp3,燃料は満タンにしていただけましたでしょうか？,sound_track_en_196.mp3,Have you filled up the fuel? ,17
197,sound_track_ja_197.mp3,車両の状態確認と車内に忘れ物がないかどうか確認を致します。,sound_track_en_197.mp3,"Now, let me check scratches on the car and anything left behind.",17
198,sound_track_ja_198.mp3,忘れ物が無いよう十分に気をつけてください。,sound_track_en_198.mp3,Please make sure not to forget anything.,17
199,sound_track_ja_199.mp3,ETCカードを回収させていただきます。,sound_track_en_199.mp3,Please return the ETC card.,17
200,sound_track_ja_200.mp3,店内までお願いいたします。,sound_track_en_200.mp3,Could you come in the outlet?,17
201,sound_track_ja_201.mp3,このクレジットカードでの精算ができません。他のクレジットカードはお持ちですか？,sound_track_en_201.mp3,We can't make payment with this credit card. Do you have another one?,17
202,sound_track_ja_202.mp3,恐れ入りますが、再度クレジットカードのご提示をお願いいたします。,sound_track_en_202.mp3,Could you show me your credit card again?,17
203,sound_track_ja_203.mp3,一括で決済をさせていただきます。,sound_track_en_203.mp3,We accept payment with non-installment.,17
204,sound_track_ja_204.mp3,満タン返却ではありませんので走行距離に応じた燃料代をお支払いいただきます。,sound_track_en_204.mp3,"Because you didn't fill up, please pay fuel charge based on the distance driven.",17
205,sound_track_ja_205.mp3,利用期間延長のため延長料金のお支払いをお願い致します。,sound_track_en_205.mp3,"Because of extending period, you have to pay extra charge.",17
206,sound_track_ja_206.mp3,当初の契約期間よりも早く返却されたので返金があります。確認後にサインをお願い致します。,sound_track_en_206.mp3,"You returned earlier than original period, so we refund the fee. Please sign after checking.",17
207,sound_track_ja_207.mp3,立て替えていただいた金額を返金いたしますので、レシートの提示をお願いいたします。,sound_track_en_207.mp3,We will reimbursed the charges which you have paid. Please show a receipts.,17
208,sound_track_ja_208.mp3,ご利用中、駐車違反の確認標章が取り付けられましたか？,sound_track_en_208.mp3,Was the illegal parking ticket placed on the vehicle during the renting period?,18
209,sound_track_ja_209.mp3,返却前に反則金を支払いましたか？,sound_track_en_209.mp3,Did you pay the fine before returning?,18
210,sound_track_ja_210.mp3,交通反則告知書と領収日付のある納付書・領収証書を提示してください。,sound_track_en_210.mp3,Please show traffic violation notification and payment notice and receipt with date of receipt.,18
211,sound_track_ja_211.mp3,反則金が未納のため、店舗で違約金をお支払いください。,sound_track_en_211.mp3,Please pay the illegal parking penalty because you didn't pay the fine.,18
212,sound_track_ja_212.mp3,こちらに返却確認のサインをお願い致します。,sound_track_en_212.mp3,Could you sign here as confirmation of returning?,18
213,sound_track_ja_213.mp3,以上で手続きは終了です。,sound_track_en_213.mp3,That's all for rental procedure.,18
214,sound_track_ja_214.mp3,ありがとうございました。,sound_track_en_214.mp3,Thank you very much. ,18
215,sound_track_ja_215.mp3,またのご利用お待ちしております。,sound_track_en_215.mp3,We are looking forward to serving you again.,18
216,sound_track_ja_216.mp3,空港までは約10分かかります。送迎バスの到着まで5分お待ちください。,sound_track_en_216.mp3,It takes about 10 minutes to airport. Please wait 5 minutes until shuttle bus come.,18
217,sound_track_ja_217.mp3,こちらの店舗から最寄駅まで徒歩で約5分かかります。,sound_track_en_217.mp3,It takes about 5 minutes by walk from this outlet to nearest station.,18
218,sound_track_ja_218.mp3,レンタカーで空港／駅／ホテルまでお送りいたします。,sound_track_en_218.mp3,We'll send you to airport/station/hotel by rent-a-car.,18
219,sound_track_ja_219.mp3,申し訳ありませんが、空港／駅／ホテルへの送迎は行なっておりません。,sound_track_en_219.mp3,We're sorry. We don't offer sending service to airport/station/hotel.,18
220,sound_track_ja_220.mp3,こちらにキズがあります。借り受け中に事故は発生しましたか？,sound_track_en_220.mp3,There is a scratch on this vehicle. Did any accident was happened during your renting?,19
221,sound_track_ja_221.mp3,怪我はありますか？,sound_track_en_221.mp3,Do you have any injuries?,19
222,sound_track_ja_222.mp3,事故の箇所はどこですか？,sound_track_en_222.mp3,Where are the damaged areas?,19
223,sound_track_ja_223.mp3,事故に巻き込まれた人はいますか？,sound_track_en_223.mp3,Was anyone involved in this accident?,19
224,sound_track_ja_224.mp3,何にぶつかりましたか？,sound_track_en_224.mp3,What did you hit?,19
225,sound_track_ja_225.mp3,もしも事故が起こったらを記入してください。,sound_track_en_225.mp3,"Please fill in the ""What to Do After an Accident"".",19
226,sound_track_ja_226.mp3,今回、お客様は事故を起こされたため、休業補償として、2万円お支払いただきます。,sound_track_en_226.mp3,"You must pay 20,000 yen as NOC, because we need to repair the car.",19
227,sound_track_ja_227.mp3,車両が自走不可能なため、休業補償として、5万円お支払いただきます。,sound_track_en_227.mp3,"You must pay 50,000 yen as NOC, because the car is not operable.",19
228,sound_track_ja_228.mp3,ＮＯＣサポートプランにご加入されていましたので、ＮＯＣをお支払いいただく必要はありません。,sound_track_en_228.mp3,You don't need to pay NOC because you purchased NOC support plan.,19
229,sound_track_ja_229.mp3,免責補償制度に非加入でしたので、免責代をお支払いいただきます。,sound_track_en_229.mp3,You must pay the deductible because you didn't purchase the collision damage waiver.,19
230,sound_track_ja_230.mp3,出発時、免責補償制度に加入していたため、免責額を支払う必要はございません。,sound_track_en_230.mp3,You don't need to pay deductible because you have applied collision damage waiver at departure.,19
231,sound_track_ja_231.mp3,私は英語が話せません。英語を話す人に代わります。少々お待ち下さい。,sound_track_en_231.mp3,I don't speak English. An English-speaker will take care of you. Please on the line.,20
232,sound_track_ja_232.mp3,英語を話す人からかけなおします。,sound_track_en_232.mp3,An English-speaker will call you back.,20
233,sound_track_ja_233.mp3,通訳につなぎますのでお待ちください。,sound_track_en_233.mp3,I will connect you to a translator. Please wait.,20
234,sound_track_ja_234.mp3,電話番号を教えてください。,sound_track_en_234.mp3,May I have your telephone number?,20
235,sound_track_ja_235.mp3,電話を日本人に代わっていただけますか？,sound_track_en_235.mp3,Could you pass the phone to Japanese?,20
236,sound_track_ja_236.mp3,私は英語を（少し）話せます。ゆっくりと話してください。,sound_track_en_236.mp3,I can speak English (a little). Please speak slowly.,20
237,sound_track_ja_237.mp3,幾つか質問をしますので、はいかいいえで答えてください。,sound_track_en_237.mp3,"I will ask you some questions, please answer YES or NO.",20
238,sound_track_ja_238.mp3,名前と車両ナンバーもしくは車種を教えてください。,sound_track_en_238.mp3,May I have your name and what is your license plate or type of car?,20
239,sound_track_ja_239.mp3,けが人はいますか？もしそうであれば、119番への電話はしましたか？,sound_track_en_239.mp3,"Was anyone injured? If yes, did you call 119?",20
240,sound_track_ja_240.mp3,事故ですか？また、110番への電話はしましたか？,sound_track_en_240.mp3,Did you have an accident and call 110?,20
241,sound_track_ja_241.mp3,119（110）番へ電話していないのであれば、すぐに連絡を入れてください。,sound_track_en_241.mp3,"If you didn't call 119(110), please call now.",20
242,sound_track_ja_242.mp3,警察が来るまで、安全な場所でお待ちください。,sound_track_en_242.mp3,Please wait at safe place until the police come.,20
243,sound_track_ja_243.mp3,その場で示談はしないでください。,sound_track_en_243.mp3,Please do not settle privately.,20
244,sound_track_ja_244.mp3,車は自走することができますか？,sound_track_en_244.mp3,Is the car operable?,21
245,sound_track_ja_245.mp3,安全運転で店舗までお帰りください。,sound_track_en_245.mp3,Please drive carefully and return to the outlet.,21
246,sound_track_ja_246.mp3,申し訳ありませんが代替車はご用意できません。,sound_track_en_246.mp3,"We're very sorry, but we can't offer alternative car for you.",21
247,sound_track_ja_247.mp3,現場からの移動は、公共交通機関やタクシーをご利用ください。,sound_track_en_247.mp3,Please use public transport or taxi from the scene.,21
248,sound_track_ja_248.mp3,レッカーの手配を警察にお願いしてください,sound_track_en_248.mp3,Please ask the police to arrange towing.,21
249,sound_track_ja_249.mp3,修理工場に着いたらその場の日本人から店舗に電話してもらってください。,sound_track_en_249.mp3,"When you get to a repair shop, please have Japanese person call to the outlet.",21
250,sound_track_ja_250.mp3,返却時に事故報告書を記入いただきますので、返却予定の日時を教えてください。,sound_track_en_250.mp3,Please tell date and time you'll return to outlet because you must write accident report.,21
251,sound_track_ja_251.mp3,記入には約30分ほど時間がかかりますので、あらかじめご注意ください。,sound_track_en_251.mp3,It takes about thirty minutes to write accident report. Please understand.,21
252,sound_track_ja_252.mp3,ご加入いただいたプランによってはご負担金が生じる場合もございます。,sound_track_en_252.mp3,"Depending on your plan, you may need to pay some charge when you return.",21
